Lastname,Firstname,FamilyIncome,TypeofSeniorHighSchool,ProgramEnrolled,MunicipalityOfOrigin,Grade12GWA,Sex
Lopez,Jose,42619,Private,Accountancy,Tagudin,85.8,Female
Torres,Rosa,49026,Public,Biology,Laoag,87.88,Female
Gonzales,Rosa,75924,Private,Economics,Narvacan,97.26,Male
Torres,Carlos,30829,Public,Economics,San Fernando,85.42,Female
Garcia,Rosa,78777,Private,Accountancy,Baguio,98.68,Male
Lopez,Jose,57439,Public,Sociology,Candon,97.34,Male
Garcia,Luisa,79083,Private,History,Santa,89.57,Female
Cruz,Ana,85674,Public,Finance,Batac,87.19,Male
Cruz,Pedro,40268,Private,Finance,Batac,87,Female
Santos,Ana,59681,Public,Biology,Batac,86.27,Female
Santos,Carlos,44955,Private,Literature,Narvacan,85.63,Male
Santos,Elena,59870,Public,Biology,Cervantes,85.31,Male
Santos,Rosa,73336,Private,Economics,Batac,91.99,Female
Santos,Ana,75686,Public,Finance,San Fernando,92.16,Male
Torres,Maria,43113,Private,Biology,Candon,98.79,Female
Gonzales,Ana,81765,Public,Accountancy,Baguio,90.35,Male
Flores,Miguel,96686,Private,Literature,Narvacan,95.17,Male
Reyes,Jose,75970,Public,History,Candon,87.72,Female
Lopez,Jose,61336,Private,Sociology,Batac,93.62,Male
Reyes,Rosa,61107,Public,Computer Science,Baguio,90.56,Male
Santos,Luisa,58951,Private,History,Vigan,91.86,Female
Torres,Rosa,42766,Public,Literature,Santa,96.4,Female
Cruz,Ana,36759,Private,History,Laoag,88.78,Female
Torres,Ana,80705,Public,Literature,Santa,98.62,Female
Santos,Luisa,55489,Private,Sociology,Baguio,97.26,Male
Garcia,Maria,93408,Public,Economics,Batac,95.61,Female
Lopez,Elena,53717,Private,Literature,Santa,96.25,Female
Santos,Elena,98570,Public,Computer Science,San Fernando,85.33,Male
Santos,Jose,94932,Private,Computer Science,Baguio,91.56,Female
Cruz,Maria,42666,Public,Finance,Tagudin,96.3,Male
Flores,Jose,38108,Private,Sociology,Batac,85.09,Female
Santos,Rosa,57401,Public,Accountancy,Tagudin,85.72,Male
Garcia,Juan,33832,Private,Psychology,Laoag,92.17,Female
Garcia,Miguel,38215,Public,Finance,Tagudin,95.75,Female
Torres,Maria,90902,Private,Finance,Laoag,94.16,Female
Mendoza,Luisa,72347,Public,Computer Science,San Fernando,92.34,Female
Torres,Ana,81903,Private,Engineering,Vigan,87.65,Female
Cruz,Rosa,94181,Public,Finance,Baguio,85.69,Female
Rivera,Miguel,62105,Private,Biology,Vigan,90.41,Male
Cruz,Ana,90360,Public,Sociology,Baguio,96.79,Male
Mendoza,Carlos,69383,Private,Biology,Vigan,99.83,Female
Gonzales,Rosa,96182,Public,Biology,Tagudin,96.88,Male
Santos,Miguel,52483,Private,Sociology,Batac,86.79,Female
Garcia,Pedro,92222,Public,Economics,Santa,87.03,Female
Lopez,Jose,34142,Private,Accountancy,Vigan,93.23,Male
Gonzales,Carlos,35885,Public,History,Baguio,89.94,Female
Garcia,Rosa,39710,Private,Sociology,Narvacan,94.46,Male
Lopez,Juan,75406,Public,Psychology,Laoag,95.05,Male
Rivera,Juan,53816,Private,Finance,Narvacan,94.9,Male
Cruz,Miguel,78380,Public,Sociology,Candon,99.81,Male
Santos,Elena,43981,Private,Economics,Candon,94.63,Male
Cruz,Rosa,48452,Public,History,Baguio,86.94,Male
Garcia,Elena,52391,Private,Literature,Vigan,92.59,Female
Cruz,Miguel,76666,Public,Finance,Cervantes,91.18,Male
Santos,Elena,70422,Private,Biology,Candon,88.36,Female
Garcia,Elena,66734,Public,Biology,Vigan,94.17,Female
Reyes,Maria,65842,Private,History,Cervantes,93.71,Female
Gonzales,Carlos,50587,Public,Literature,Candon,90.28,Female
Torres,Rosa,97896,Private,Finance,Batac,90.69,Female
Mendoza,Juan,89608,Public,Engineering,Santa,95.06,Male
Rivera,Miguel,39197,Private,Literature,Santa,91.85,Female
Torres,Ana,46717,Public,Sociology,Vigan,95.22,Female
Cruz,Elena,67915,Private,Psychology,Vigan,87.7,Male
Gonzales,Maria,71351,Public,Engineering,Laoag,87.01,Female
Rivera,Carlos,41854,Private,Sociology,Candon,89.39,Male
Rivera,Carlos,89886,Public,Accountancy,Baguio,85.58,Male
Garcia,Miguel,76795,Private,Computer Science,Narvacan,87.69,Female
Lopez,Carlos,41864,Public,Literature,San Fernando,99.8,Male
Garcia,Luisa,46110,Private,Accountancy,Candon,97.34,Male
Flores,Pedro,99518,Public,Accountancy,San Fernando,89.81,Male
Flores,Ana,54557,Private,Engineering,Cervantes,91.25,Male
Gonzales,Elena,67538,Public,Computer Science,Candon,89.67,Male
Gonzales,Miguel,80351,Private,Economics,Candon,90.31,Female
Garcia,Ana,34302,Public,Accountancy,San Fernando,90.37,Male
Reyes,Rosa,41562,Private,Engineering,Laoag,88.71,Female
Mendoza,Miguel,46680,Public,Economics,Santa,91.85,Female
Gonzales,Carlos,95295,Private,Computer Science,Candon,88.17,Female
Lopez,Maria,85828,Public,History,Santa,95.19,Female
Reyes,Miguel,92975,Private,Economics,Vigan,97.72,Female
Mendoza,Rosa,51173,Public,Literature,Baguio,95.8,Female
Garcia,Maria,67292,Private,Literature,Candon,86.83,Male
Torres,Luisa,38946,Public,Biology,Narvacan,95.1,Female
Gonzales,Luisa,82816,Private,Biology,Narvacan,88.78,Male
Torres,Luisa,77761,Public,Literature,Narvacan,95.99,Male
Santos,Rosa,52699,Private,Biology,Cervantes,99.27,Female
Garcia,Juan,59043,Public,Economics,Vigan,92.84,Female
Cruz,Jose,71008,Private,History,Candon,88.44,Male
Lopez,Miguel,35184,Public,Economics,Candon,93.58,Female
Lopez,Elena,49265,Private,Finance,San Fernando,91.69,Female
Garcia,Rosa,69102,Public,History,Batac,89.74,Male
Torres,Maria,58671,Private,Engineering,Laoag,85.88,Female
Reyes,Ana,60077,Public,Psychology,Laoag,87.35,Female
Mendoza,Elena,58175,Private,History,Santa,85.56,Female
Torres,Elena,59045,Public,Literature,Batac,94.29,Female
Torres,Luisa,30771,Private,History,Batac,85.41,Male
Torres,Miguel,75865,Public,Psychology,Cervantes,90.71,Female
Mendoza,Rosa,38088,Private,Computer Science,Vigan,85.42,Male
Garcia,Maria,52922,Public,Psychology,Santa,98.1,Female
Lopez,Elena,81944,Private,Psychology,Cervantes,86.61,Male
Reyes,Elena,85743,Public,Biology,Candon,88.99,Male
Reyes,Juan,42366,Private,Economics,Laoag,96.7,Male
Torres,Ana,99228,Public,Finance,Candon,97.78,Male
Mendoza,Maria,81433,Private,Biology,Santa,86.81,Male
Gonzales,Jose,49482,Public,Biology,Santa,96.2,Male
Flores,Jose,80881,Private,Literature,Vigan,99.11,Male
Rivera,Pedro,93250,Public,Accountancy,Narvacan,86.31,Female
Gonzales,Ana,88714,Private,Computer Science,San Fernando,96.08,Male
Lopez,Luisa,84206,Public,Biology,Cervantes,98.38,Female
Rivera,Maria,96412,Private,Engineering,San Fernando,94.62,Female
Gonzales,Ana,36262,Public,Economics,Laoag,85.04,Female
Mendoza,Pedro,92255,Private,Engineering,Candon,92.96,Male
Santos,Rosa,73931,Public,Finance,Candon,98.93,Male
Garcia,Rosa,48333,Private,Biology,Batac,92.26,Female
Garcia,Maria,80893,Public,Biology,Laoag,85.68,Male
Torres,Pedro,60425,Private,Finance,Laoag,86.84,Female
Garcia,Maria,78906,Public,Engineering,Candon,92.26,Female
Garcia,Carlos,43356,Private,Literature,Tagudin,89.28,Female
Cruz,Carlos,71607,Public,Psychology,Tagudin,87.23,Female
Rivera,Luisa,40595,Private,History,Cervantes,88.04,Male
Cruz,Carlos,96460,Public,Biology,Tagudin,90.42,Male
Lopez,Luisa,73700,Private,Sociology,Baguio,93.23,Female
Flores,Carlos,94928,Public,Economics,Santa,87.82,Female
Mendoza,Luisa,46130,Private,History,Batac,93.17,Male
Torres,Jose,87120,Public,Sociology,Laoag,95.86,Male
Cruz,Miguel,34862,Private,Engineering,Santa,88.56,Male
Garcia,Miguel,61017,Public,Literature,Candon,95.27,Male
Cruz,Carlos,98945,Private,Psychology,Candon,90.89,Female
Reyes,Rosa,36691,Public,Biology,San Fernando,94.83,Male
Flores,Carlos,59372,Private,Sociology,Laoag,93.88,Male
Garcia,Elena,97499,Public,History,Vigan,90.99,Male
Gonzales,Carlos,45974,Private,Literature,Baguio,89.2,Female
Garcia,Luisa,38792,Public,Economics,Laoag,87.54,Male
Reyes,Carlos,55716,Private,Engineering,Batac,85.24,Female
Reyes,Pedro,30013,Public,Literature,Baguio,91.11,Female
Santos,Jose,80297,Private,Biology,Baguio,85.82,Female
Lopez,Juan,70511,Public,Psychology,Baguio,96.85,Female
Rivera,Juan,89139,Private,Psychology,Vigan,87.06,Male
Santos,Rosa,82648,Public,Biology,Cervantes,90.92,Female
Garcia,Rosa,51955,Private,Engineering,Laoag,89.2,Male
Mendoza,Elena,45084,Public,Psychology,San Fernando,95.3,Female
Gonzales,Pedro,62516,Private,Accountancy,Cervantes,89.8,Male
Flores,Jose,70525,Public,Accountancy,Vigan,87.11,Female
Flores,Ana,45534,Private,Accountancy,Santa,85.94,Male
Mendoza,Pedro,31690,Public,Sociology,Batac,96.02,Male
Reyes,Luisa,76188,Private,Computer Science,Baguio,86.68,Male
Mendoza,Pedro,38953,Public,History,Cervantes,89.08,Male
Garcia,Pedro,41462,Private,History,Cervantes,90.2,Male
Flores,Ana,87193,Public,Finance,Narvacan,95.45,Female
Torres,Luisa,49825,Private,Accountancy,Narvacan,87.78,Female
Lopez,Maria,95714,Public,Literature,Vigan,99.44,Male
Mendoza,Juan,91930,Private,Engineering,Baguio,89.03,Male
Rivera,Maria,87180,Public,Economics,Narvacan,99.82,Male
Cruz,Maria,74533,Private,Finance,Narvacan,91.55,Male
Rivera,Elena,90759,Public,Sociology,Cervantes,98.47,Male
Mendoza,Ana,32898,Private,Accountancy,Candon,91.28,Female
Gonzales,Juan,40094,Public,Literature,Batac,91.65,Female
Mendoza,Pedro,50504,Private,Psychology,San Fernando,96.97,Female
Flores,Juan,52144,Public,Finance,Vigan,86.3,Female
Flores,Ana,48567,Private,Finance,Laoag,94.11,Female
Reyes,Luisa,42532,Public,History,Santa,89.72,Female
Santos,Pedro,87462,Private,Sociology,Vigan,88.36,Male
Lopez,Luisa,59193,Public,Accountancy,Baguio,86.49,Female
Rivera,Juan,39914,Private,Engineering,Vigan,98.36,Female
Santos,Rosa,53737,Public,Computer Science,San Fernando,92.37,Male
Santos,Rosa,51114,Private,Literature,Laoag,91.3,Female
Mendoza,Carlos,67531,Public,Finance,Tagudin,96.22,Female
Reyes,Pedro,30359,Private,Accountancy,Candon,93.2,Female
Garcia,Pedro,45822,Public,Finance,Laoag,90.35,Male
Lopez,Jose,89704,Private,History,Candon,94.64,Female
Reyes,Carlos,35947,Public,Psychology,Vigan,93.53,Male
Gonzales,Miguel,99430,Private,Literature,Baguio,89.23,Female
Garcia,Pedro,38347,Public,Biology,San Fernando,86.93,Male
Gonzales,Maria,64907,Private,Accountancy,Santa,87.94,Male
Lopez,Elena,69874,Public,Engineering,Vigan,98.51,Female
Lopez,Maria,78424,Private,History,Santa,96.59,Male
Santos,Luisa,80011,Public,Computer Science,Santa,91.59,Female
Rivera,Jose,89116,Private,Psychology,Candon,90.67,Male
Cruz,Elena,32899,Public,Biology,Laoag,86.84,Female
Reyes,Jose,76598,Private,Finance,Vigan,94.8,Female
Gonzales,Carlos,85813,Public,Literature,Tagudin,85.37,Male
Gonzales,Carlos,30418,Private,Engineering,Narvacan,87.68,Female
Flores,Miguel,65006,Public,Finance,Vigan,98.94,Male
Lopez,Rosa,33826,Private,Finance,Candon,99.81,Female
Flores,Ana,45149,Public,Literature,Cervantes,89.54,Male
Rivera,Maria,36225,Private,Finance,Baguio,85.62,Female
Lopez,Juan,50470,Public,Finance,Candon,86.9,Female
Cruz,Juan,67988,Private,Psychology,Candon,85.72,Male
Lopez,Maria,82628,Public,Sociology,Narvacan,99.46,Female
Lopez,Maria,76211,Private,Sociology,Tagudin,93.86,Female
Torres,Miguel,76178,Public,Computer Science,Santa,92.01,Female
Garcia,Rosa,72826,Private,Computer Science,Cervantes,93.79,Female
Garcia,Carlos,48283,Public,Sociology,Santa,91.88,Female
Mendoza,Pedro,65730,Private,Computer Science,Baguio,89.52,Female
Rivera,Juan,65140,Public,Psychology,Baguio,90.65,Male
Torres,Luisa,81671,Private,Accountancy,Laoag,89.93,Male
Gonzales,Pedro,84362,Public,Economics,Tagudin,99.39,Male
Santos,Luisa,89569,Private,Accountancy,Laoag,91,Male
Lopez,Miguel,65101,Public,Finance,Santa,99.48,Female
Garcia,Luisa,93302,Private,Finance,Cervantes,95.27,Male
Cruz,Rosa,80837,Public,Sociology,Vigan,86.49,Female
Gonzales,Pedro,37887,Private,Psychology,Laoag,88.79,Male
Reyes,Elena,31777,Public,Engineering,Tagudin,92.35,Female
Lopez,Maria,94975,Private,History,Candon,92.67,Female
Gonzales,Pedro,44027,Public,History,Batac,96.72,Male
Cruz,Maria,73362,Private,Literature,Laoag,95.15,Male
Reyes,Maria,49817,Public,Computer Science,Tagudin,91.81,Female
Lopez,Maria,38618,Private,Biology,San Fernando,89.68,Male
Reyes,Pedro,54679,Public,Computer Science,Batac,92.1,Male
Cruz,Ana,90908,Private,Accountancy,Batac,97.73,Female
Cruz,Jose,32849,Public,Psychology,Cervantes,89.91,Male
Cruz,Ana,87751,Private,Finance,Baguio,99.41,Female
Reyes,Rosa,51132,Public,History,Laoag,96.36,Male
Santos,Elena,50623,Private,History,Narvacan,86.69,Female
Flores,Juan,97687,Public,Literature,Candon,91.52,Male
Torres,Luisa,93811,Private,Literature,Santa,88.65,Male
Lopez,Jose,82238,Public,Engineering,Narvacan,96.27,Female
Mendoza,Ana,68801,Private,Literature,San Fernando,87.78,Female
Garcia,Ana,76157,Public,Biology,Cervantes,87.68,Female
Santos,Carlos,40082,Private,Engineering,Laoag,89.05,Male
Torres,Rosa,86116,Public,Biology,Baguio,87.09,Female
Flores,Maria,44499,Private,Sociology,Tagudin,87.08,Male
Flores,Luisa,80665,Public,Biology,Laoag,93.6,Male
Gonzales,Miguel,85288,Private,Psychology,Laoag,95.48,Female
Lopez,Elena,46321,Public,Biology,Candon,90.08,Female
Cruz,Carlos,95892,Private,Sociology,Laoag,95.14,Female
Rivera,Pedro,86550,Public,Finance,Tagudin,85.19,Male
Gonzales,Elena,39733,Private,Psychology,Cervantes,93.19,Male
Cruz,Rosa,46711,Public,Engineering,Santa,90.8,Female
Reyes,Ana,77006,Private,Accountancy,Vigan,85.95,Female
Gonzales,Elena,71519,Public,Literature,San Fernando,96.16,Male
Gonzales,Rosa,48169,Private,History,Cervantes,85.19,Female
Reyes,Juan,49186,Public,History,Laoag,97.54,Female
Reyes,Pedro,73786,Private,Biology,Vigan,88.68,Male
Flores,Pedro,93120,Public,Accountancy,San Fernando,88.62,Male
Santos,Ana,39851,Private,Psychology,Cervantes,85.46,Male
Flores,Maria,79637,Public,Economics,Vigan,94.6,Female
Mendoza,Miguel,34929,Private,History,San Fernando,92.57,Male
Reyes,Carlos,45892,Public,Finance,Vigan,99.8,Male
Reyes,Ana,72772,Private,Computer Science,Santa,91.98,Male
Santos,Miguel,52050,Public,Literature,Santa,87.24,Male
Rivera,Maria,54141,Private,Biology,Tagudin,86.59,Male
Gonzales,Jose,93401,Public,Literature,Baguio,94.99,Female
Rivera,Carlos,81829,Private,History,Candon,94.01,Male
Flores,Maria,99835,Public,Engineering,Narvacan,90.35,Female
Rivera,Carlos,75310,Private,Psychology,Batac,97.38,Female
Santos,Jose,63111,Public,Psychology,Baguio,97.93,Female
Cruz,Jose,46279,Private,Economics,Candon,92.17,Female
Santos,Juan,37836,Public,History,Candon,96.37,Male
Garcia,Ana,76685,Private,Psychology,San Fernando,86.55,Female
Mendoza,Maria,51069,Public,Finance,Tagudin,86.1,Female
Flores,Rosa,76193,Private,Computer Science,Baguio,96.12,Female
Santos,Luisa,87692,Public,Biology,Narvacan,97.57,Female
Reyes,Pedro,83424,Private,Accountancy,Baguio,94.69,Male
Gonzales,Maria,88513,Public,Sociology,Santa,94.77,Female
Reyes,Pedro,79254,Private,Accountancy,Candon,91.02,Female
Mendoza,Juan,30872,Public,Accountancy,Narvacan,98.14,Male
Cruz,Carlos,65163,Private,Biology,Candon,95.23,Female
Rivera,Miguel,65318,Public,Sociology,Santa,95.07,Female
Santos,Miguel,58248,Private,Accountancy,Cervantes,99.49,Female
Garcia,Maria,61961,Public,Psychology,Narvacan,95.62,Female
Mendoza,Ana,38465,Private,History,Batac,97.39,Male
Cruz,Jose,33849,Public,Engineering,Cervantes,97.75,Male
Lopez,Juan,67855,Private,Accountancy,Batac,97.1,Male
Garcia,Ana,80915,Public,Accountancy,San Fernando,93.12,Male
Mendoza,Luisa,88091,Private,Sociology,Santa,95.55,Male
Flores,Ana,58253,Public,Computer Science,Candon,98.17,Male
Gonzales,Juan,62716,Private,Economics,San Fernando,97.38,Male
Cruz,Pedro,33031,Public,Literature,Santa,99.24,Female
Reyes,Ana,97130,Private,Engineering,Batac,87.77,Female
Cruz,Juan,62918,Public,Sociology,Baguio,94.14,Male
Lopez,Elena,34678,Private,Engineering,Narvacan,92.27,Male
Lopez,Luisa,57416,Public,Sociology,Candon,89.04,Male
Lopez,Maria,91096,Private,History,Narvacan,85.23,Male
Gonzales,Elena,52639,Public,Finance,San Fernando,99.25,Male
Cruz,Ana,97859,Private,History,Batac,85.85,Male
Gonzales,Miguel,79601,Public,Psychology,Narvacan,90.77,Male
Cruz,Pedro,71716,Private,Literature,San Fernando,97.51,Female
Lopez,Miguel,53152,Public,Accountancy,Narvacan,97.25,Female
Cruz,Maria,41752,Private,Sociology,Baguio,94.34,Male
Cruz,Miguel,68184,Public,Economics,Tagudin,92.78,Female
Reyes,Juan,75191,Private,Computer Science,San Fernando,96.34,Female
Gonzales,Juan,58912,Public,Computer Science,Narvacan,99.42,Female
Lopez,Jose,59694,Private,History,Santa,95.95,Female
Torres,Jose,90438,Public,Accountancy,Candon,88.45,Female
Torres,Jose,86128,Private,Biology,Vigan,88.62,Female
Flores,Luisa,30594,Public,Economics,Batac,96.71,Female
Gonzales,Elena,86089,Private,Accountancy,Cervantes,97.73,Female
Rivera,Juan,42084,Public,Literature,Vigan,95.85,Female
Flores,Juan,45411,Private,Accountancy,Baguio,94.57,Male
Rivera,Jose,73969,Public,Sociology,Narvacan,90.57,Female
Santos,Miguel,72730,Private,Engineering,Batac,95.02,Male
Torres,Rosa,84082,Public,Accountancy,Vigan,91.56,Male
Garcia,Pedro,76542,Private,Literature,Baguio,99.42,Male
Torres,Luisa,87303,Public,Accountancy,Tagudin,99.23,Female
Santos,Carlos,53944,Private,History,Vigan,91.45,Female
Mendoza,Juan,46528,Public,Psychology,San Fernando,96.9,Male
Rivera,Maria,68961,Private,Literature,Narvacan,94.89,Female
Flores,Maria,49276,Public,Computer Science,Narvacan,93.51,Male
Reyes,Juan,78667,Private,Engineering,Cervantes,90.93,Male
Torres,Maria,61781,Public,Computer Science,Batac,85.47,Male
Lopez,Ana,34355,Private,Finance,Santa,91.21,Female
Cruz,Jose,74543,Public,Finance,Tagudin,88.17,Male
Rivera,Miguel,49481,Private,History,Batac,88.46,Female
Torres,Pedro,38655,Public,Biology,Candon,88,Female
Santos,Luisa,94587,Private,Economics,Baguio,93.64,Female
Reyes,Rosa,41380,Public,Economics,Batac,96.25,Male
Reyes,Rosa,79994,Private,Computer Science,Batac,94,Female
Cruz,Elena,85043,Public,Literature,Tagudin,94.55,Female
Gonzales,Luisa,88698,Private,Engineering,Vigan,97.82,Female
Lopez,Carlos,63521,Public,Finance,Tagudin,97.55,Female
Lopez,Elena,59162,Private,Sociology,Laoag,90.98,Male
Gonzales,Maria,90899,Public,Finance,San Fernando,87.9,Male
Lopez,Elena,85883,Private,Psychology,Santa,90.25,Male
Torres,Miguel,51636,Public,Biology,Batac,91.12,Female
Gonzales,Rosa,47093,Private,Sociology,Cervantes,89.31,Male
Garcia,Miguel,86222,Public,Psychology,Cervantes,89.61,Female
Santos,Ana,98839,Private,Literature,Vigan,96.42,Female
Reyes,Luisa,40754,Public,History,Laoag,91.54,Female
Cruz,Luisa,76876,Private,Computer Science,Santa,98.37,Female
Torres,Rosa,68479,Public,Engineering,Baguio,99.02,Male
Lopez,Juan,64633,Private,History,Vigan,90.77,Female
Garcia,Elena,66576,Public,Accountancy,San Fernando,94.89,Female
Gonzales,Pedro,74219,Private,Sociology,Cervantes,97.54,Female
Lopez,Miguel,99505,Public,Computer Science,Narvacan,91.8,Female
Lopez,Carlos,58619,Private,Engineering,Tagudin,97.22,Female
Lopez,Rosa,36675,Public,History,Santa,90.14,Female
Rivera,Carlos,94628,Private,History,Candon,91.66,Male
Flores,Miguel,90329,Public,Economics,Tagudin,96.67,Male
Gonzales,Pedro,41785,Private,Computer Science,Batac,97,Female
Gonzales,Ana,36933,Public,Economics,San Fernando,96.41,Female
Torres,Carlos,76886,Private,Biology,Cervantes,91.71,Male
Cruz,Jose,39685,Public,Sociology,Narvacan,91.73,Male
Gonzales,Ana,69590,Private,Finance,Narvacan,94.75,Female
Cruz,Luisa,36775,Public,Finance,Batac,86.95,Female
Torres,Juan,88511,Private,Engineering,Tagudin,99.8,Female
Gonzales,Jose,44016,Public,Psychology,San Fernando,98.13,Female
Lopez,Ana,57967,Private,Computer Science,Cervantes,97.2,Male
Lopez,Jose,31112,Public,Literature,Laoag,99.03,Female
Lopez,Rosa,77212,Private,Literature,Laoag,99.21,Female
Santos,Carlos,53025,Public,Computer Science,Candon,91.15,Male
Lopez,Miguel,74678,Private,Accountancy,Baguio,89.76,Female
Flores,Carlos,91444,Public,Finance,Cervantes,86.85,Female
Torres,Elena,55130,Private,Engineering,Candon,99.02,Female
Reyes,Juan,30203,Public,Engineering,San Fernando,89,Male
Reyes,Jose,72102,Private,Computer Science,Baguio,94.68,Male
Reyes,Elena,41992,Public,Engineering,Batac,92.02,Male
Lopez,Ana,56364,Private,Literature,Batac,87.99,Female
Mendoza,Juan,69716,Public,Biology,Baguio,87.94,Male
Gonzales,Jose,76187,Private,Psychology,Tagudin,90.73,Male
Garcia,Luisa,38831,Public,Economics,Batac,91.78,Male
Flores,Pedro,71054,Private,Literature,San Fernando,94.2,Male
Cruz,Carlos,74414,Public,Psychology,Narvacan,98.2,Female
Garcia,Rosa,96784,Private,Finance,Batac,96.36,Male
Mendoza,Carlos,48722,Public,History,Baguio,89.08,Female
Flores,Luisa,64520,Private,Finance,Vigan,87.55,Male
Flores,Maria,45698,Public,Computer Science,Candon,96.95,Male
Garcia,Luisa,86689,Private,Economics,Narvacan,91.56,Male
Flores,Luisa,59710,Public,Computer Science,Baguio,94.23,Female
Reyes,Pedro,91990,Private,Finance,San Fernando,93,Female
Reyes,Jose,32070,Public,Engineering,Tagudin,97.37,Male
Lopez,Rosa,45782,Private,Literature,Tagudin,91.41,Male
Cruz,Jose,60431,Public,Accountancy,Laoag,93.9,Male
Gonzales,Luisa,64004,Private,Computer Science,Narvacan,98.5,Female
Gonzales,Rosa,39254,Public,Economics,Batac,88.74,Female
Reyes,Jose,45182,Private,Accountancy,San Fernando,87.36,Female
Flores,Pedro,87517,Public,Computer Science,San Fernando,87.17,Male
Torres,Carlos,97234,Private,Accountancy,Vigan,92.66,Female
Reyes,Rosa,54767,Public,Accountancy,Vigan,92.52,Female
Reyes,Maria,98344,Private,Psychology,Cervantes,99.64,Male
Rivera,Juan,32500,Public,Literature,Candon,97.93,Male
Gonzales,Carlos,76097,Private,History,Batac,93.34,Female
Reyes,Luisa,95228,Public,Sociology,San Fernando,91.26,Male
Cruz,Maria,73633,Private,Literature,Narvacan,95.51,Male
Cruz,Jose,78021,Public,Finance,Tagudin,93.19,Male
Garcia,Rosa,42758,Private,Sociology,Santa,93.1,Male
Gonzales,Jose,57257,Public,Psychology,San Fernando,94.81,Male
Mendoza,Pedro,55611,Private,Psychology,Batac,91.73,Male
Lopez,Pedro,46383,Public,Psychology,Batac,86,Female
Mendoza,Luisa,39809,Private,Sociology,Candon,91.91,Female
Mendoza,Ana,72648,Public,Sociology,Narvacan,88.19,Male
Garcia,Luisa,30039,Private,Engineering,Santa,93.73,Female
Mendoza,Elena,45650,Public,Biology,Cervantes,88.94,Female
Flores,Ana,55887,Private,Biology,Laoag,99.13,Male
Gonzales,Maria,77412,Public,Finance,San Fernando,97.82,Male
Santos,Luisa,44826,Private,Computer Science,Cervantes,91,Male
Rivera,Ana,43190,Public,Psychology,San Fernando,99.34,Female
Garcia,Pedro,96215,Private,Computer Science,Vigan,88.91,Male
Gonzales,Maria,58661,Public,Psychology,Laoag,99.89,Male
Mendoza,Rosa,80208,Private,Literature,Laoag,98.5,Female
Cruz,Carlos,73434,Public,Literature,Laoag,89.37,Male
Lopez,Luisa,61060,Private,Engineering,Vigan,97.82,Female
Mendoza,Elena,99562,Public,Economics,Baguio,89.95,Male
Gonzales,Miguel,72700,Private,Economics,Santa,85.81,Male
Mendoza,Elena,38031,Public,Computer Science,Santa,85.17,Male
Mendoza,Ana,74755,Private,Economics,Candon,96.54,Male
Torres,Juan,62825,Public,Literature,Narvacan,91.05,Male
Flores,Elena,43773,Private,Literature,Laoag,87.36,Female
Torres,Juan,44854,Public,History,Cervantes,87.6,Male
Gonzales,Ana,73020,Private,Biology,Santa,99.12,Male
Cruz,Juan,64711,Public,Biology,Tagudin,94.48,Female
Flores,Ana,90555,Private,Economics,San Fernando,95.05,Male
Santos,Juan,66603,Public,Finance,Vigan,89.38,Female
Gonzales,Rosa,78020,Private,Accountancy,Narvacan,99.85,Male
Reyes,Luisa,39987,Public,Sociology,Baguio,86.67,Female
Gonzales,Miguel,64814,Private,Biology,Narvacan,96.97,Female
Cruz,Carlos,84715,Public,Computer Science,Laoag,99.54,Female
Lopez,Elena,97900,Private,Computer Science,Narvacan,90.38,Female
Garcia,Elena,44332,Public,Literature,Narvacan,95,Male
Cruz,Rosa,76489,Private,Computer Science,San Fernando,95.22,Male
Garcia,Jose,86292,Public,History,Vigan,95.27,Male
Rivera,Luisa,74142,Private,Finance,Tagudin,89.95,Male
Mendoza,Ana,50047,Public,Economics,Narvacan,91.19,Female
Cruz,Rosa,83903,Private,Literature,Vigan,89.53,Male
Lopez,Carlos,61201,Public,Psychology,Tagudin,90.74,Female
Torres,Rosa,34043,Private,Economics,Batac,93.34,Female
Gonzales,Maria,42242,Public,Engineering,Santa,96.5,Male
Lopez,Jose,94062,Private,Finance,Cervantes,85.54,Female
Rivera,Maria,86193,Public,Biology,Tagudin,91.19,Male
Cruz,Luisa,73485,Private,History,Candon,98.35,Female
Torres,Juan,85324,Public,Engineering,San Fernando,95.59,Male
Garcia,Pedro,56578,Private,Computer Science,Tagudin,99.63,Male
Gonzales,Pedro,90250,Public,Literature,Batac,92.69,Female
Garcia,Ana,89725,Private,Sociology,Santa,98.46,Female
Mendoza,Jose,50600,Public,Economics,Santa,91.05,Female
Garcia,Rosa,49113,Private,Economics,Vigan,98.15,Male
Rivera,Juan,81981,Public,Computer Science,Candon,97.22,Female
Torres,Ana,65874,Private,Biology,Laoag,93.72,Female
Reyes,Carlos,68497,Public,History,Baguio,97.68,Female
Santos,Pedro,37707,Private,Biology,Laoag,86.79,Male
Gonzales,Jose,31744,Public,Finance,Batac,90.99,Female
Cruz,Jose,91239,Private,Computer Science,Laoag,90.57,Male
Garcia,Elena,57886,Public,Biology,Batac,94.58,Female
Gonzales,Luisa,52731,Private,Engineering,Narvacan,92.41,Male
Rivera,Luisa,31874,Public,Computer Science,Batac,87.25,Male
Mendoza,Miguel,42598,Private,Literature,San Fernando,99.13,Female
Torres,Juan,59223,Public,Literature,Tagudin,95.37,Male
