ID,Lastname,Firstname,FamilyIncome,TypeofSeniorHighSchool,ProgramEnrolled,MunicipalityOfOrigin,Grade12GWA,Sex
1223,Gonzales,Luisa,44232,Public,Accountancy,Candon,93.83,Female
1224,Lopez,Elena,52548,Private,Literature,Narvacan,92.87,Male
1225,Lopez,Jose,93226,Public,Literature,Narvacan,95.13,Male
1226,Rivera,Pedro,86993,Private,Accountancy,Batac,88.1,Male
1227,Reyes,Ana,68027,Public,History,Batac,97.75,Male
1228,Lopez,Jose,59470,Private,Literature,Narvacan,98.02,Female
1229,Santos,Ana,33966,Public,Accountancy,Narvacan,97.78,Male
1230,Flores,Rosa,99313,Private,Computer Science,Tagudin,87.43,Male
1231,Flores,Pedro,43424,Public,Economics,Laoag,91.61,Male
1232,Mendoza,Rosa,41405,Private,History,Candon,87.09,Male
1233,Garcia,Elena,70302,Public,Literature,Cervantes,92.84,Female
1234,Cruz,Maria,50232,Private,Literature,Candon,95.91,Female
1235,Cruz,Maria,63311,Public,History,Tagudin,99.8,Male
1236,Reyes,Miguel,59491,Private,History,San Fernando,94.22,Female
1237,Cruz,Pedro,69805,Public,Sociology,Baguio,85.58,Female
1238,Flores,Luisa,68163,Private,Economics,Vigan,91.23,Female
1239,Mendoza,Maria,38960,Public,Biology,San Fernando,87.43,Female
1240,Torres,Elena,44134,Private,Accountancy,Cervantes,87.85,Male
1241,Reyes,Jose,64460,Public,Sociology,San Fernando,87.49,Male
1242,Reyes,Rosa,48325,Private,Accountancy,Vigan,87.67,Male
1243,Flores,Rosa,80152,Public,Accountancy,Santa,96.7,Female
1244,Gonzales,Miguel,82551,Private,Economics,Santa,97.66,Female
1245,Flores,Carlos,82866,Public,Biology,Cervantes,98.32,Female
1246,Flores,Luisa,72783,Private,Literature,Narvacan,97.31,Male
1247,Torres,Maria,75007,Public,Literature,Vigan,90.99,Female
1248,Lopez,Elena,61132,Private,Literature,Cervantes,99.88,Male
1249,Mendoza,Jose,45725,Public,History,Candon,95.39,Female
1250,Flores,Miguel,90029,Private,Finance,Laoag,98.2,Male
1251,Garcia,Elena,50021,Public,Accountancy,Baguio,89.86,Male
1252,Santos,Luisa,41080,Private,Sociology,Baguio,90.13,Female
1253,Cruz,Maria,85639,Public,Finance,Cervantes,87.66,Male
1254,Lopez,Carlos,62000,Private,Engineering,Laoag,86.53,Female
1255,Santos,Ana,71960,Public,History,Narvacan,85.78,Female
1256,Santos,Elena,87214,Private,Economics,San Fernando,87.74,Female
1257,Mendoza,Jose,71528,Public,Finance,Cervantes,90.8,Male
1258,Rivera,Luisa,65609,Private,History,Laoag,98.66,Male
1259,Santos,Ana,38129,Public,Sociology,San Fernando,85.44,Male
1260,Gonzales,Juan,83629,Private,Accountancy,Tagudin,98.31,Female
1261,Santos,Juan,68553,Public,Engineering,Santa,94.79,Male
1262,Santos,Juan,92562,Private,History,Santa,97.5,Female
1263,Lopez,Ana,42754,Public,Literature,Batac,87.86,Male
1264,Flores,Luisa,53145,Private,Biology,Candon,86.81,Female
1265,Gonzales,Miguel,83161,Public,Biology,Candon,93.27,Male
1266,Flores,Elena,42984,Private,Finance,Laoag,93.85,Female
1267,Garcia,Pedro,36197,Public,Accountancy,Laoag,88.74,Female
1268,Rivera,Maria,37896,Private,Literature,Santa,85.06,Male
1269,Garcia,Luisa,46034,Public,Finance,Vigan,93.91,Male
1270,Reyes,Elena,52764,Private,History,Tagudin,95.11,Male
1271,Torres,Carlos,72898,Public,Sociology,Laoag,88.57,Female
1272,Cruz,Miguel,39778,Private,Literature,Vigan,91.27,Female
1273,Cruz,Juan,32014,Public,History,Batac,88.3,Male
1274,Lopez,Elena,33116,Private,Finance,Candon,85.68,Female
1275,Cruz,Pedro,41688,Public,Literature,Tagudin,94.8,Male
1276,Cruz,Ana,58166,Private,Biology,Vigan,91.37,Female
1277,Cruz,Carlos,95959,Public,Biology,Candon,98.51,Male
1278,Gonzales,Jose,32594,Private,Engineering,Candon,95.63,Male
1279,Cruz,Pedro,39782,Public,Finance,Tagudin,93.8,Female
1280,Garcia,Juan,72914,Private,Biology,Narvacan,99.37,Male
1281,Rivera,Carlos,97215,Public,Finance,Santa,91.7,Female
1282,Torres,Rosa,81219,Private,Engineering,Laoag,91.96,Female
1283,Cruz,Luisa,94889,Public,Psychology,San Fernando,86.09,Female
1284,Garcia,Pedro,85143,Private,Biology,San Fernando,85.91,Female
1285,Cruz,Miguel,53175,Public,Sociology,Santa,87.03,Male
1286,Garcia,Jose,35340,Private,Computer Science,Laoag,95.97,Female
1287,Flores,Maria,37703,Public,Engineering,Narvacan,93.23,Female
1288,Torres,Ana,51806,Private,Accountancy,Batac,86.59,Female
1289,Flores,Pedro,52764,Public,Biology,Narvacan,96.83,Female
1290,Garcia,Jose,63235,Private,Literature,Santa,95.11,Male
1291,Garcia,Ana,70929,Public,Literature,Vigan,98.73,Male
1292,Reyes,Juan,96122,Private,Literature,Laoag,89.94,Male
1293,Reyes,Maria,51464,Public,Accountancy,Batac,98.53,Male
1294,Garcia,Jose,42097,Private,Psychology,Batac,97.04,Female
1295,Rivera,Miguel,90041,Public,Accountancy,Batac,97.52,Female
1296,Lopez,Rosa,67522,Private,Literature,Narvacan,92.74,Female
1297,Rivera,Ana,48230,Public,Economics,Candon,97.27,Male
1298,Mendoza,Juan,70186,Private,Sociology,Baguio,88.67,Female
1299,Gonzales,Pedro,69902,Public,History,Narvacan,94.4,Female
1300,Cruz,Pedro,54478,Private,Finance,Tagudin,95.05,Female
1301,Gonzales,Juan,36278,Public,Literature,Candon,93.42,Female
1302,Garcia,Elena,35695,Private,Finance,Santa,92.61,Male
1303,Cruz,Miguel,89598,Public,Sociology,Batac,96.18,Male
1304,Rivera,Elena,75850,Private,Finance,Batac,85.06,Male
1305,Lopez,Rosa,55772,Public,History,Baguio,97.77,Male
1306,Mendoza,Carlos,50571,Private,Engineering,Tagudin,90.34,Male
1307,Lopez,Ana,41402,Public,History,Vigan,91.43,Male
1308,Lopez,Jose,42619,Private,Accountancy,Tagudin,85.8,Female
1309,Torres,Rosa,49026,Public,Biology,Laoag,87.88,Female
1310,Gonzales,Rosa,75924,Private,Economics,Narvacan,97.26,Male
1311,Torres,Carlos,30829,Public,Economics,San Fernando,85.42,Female
1312,Garcia,Rosa,78777,Private,Accountancy,Baguio,98.68,Male
1313,Lopez,Jose,57439,Public,Sociology,Candon,97.34,Male
1314,Garcia,Luisa,79083,Private,History,Santa,89.57,Female
1315,Cruz,Ana,85674,Public,Finance,Batac,87.19,Male
1316,Cruz,Pedro,40268,Private,Finance,Batac,87,Female
1317,Santos,Ana,59681,Public,Biology,Batac,86.27,Female
1318,Santos,Carlos,44955,Private,Literature,Narvacan,85.63,Male
1319,Santos,Elena,59870,Public,Biology,Cervantes,85.31,Male
1320,Santos,Rosa,73336,Private,Economics,Batac,91.99,Female
1321,Santos,Ana,75686,Public,Finance,San Fernando,92.16,Male
1322,Torres,Maria,43113,Private,Biology,Candon,98.79,Female
1323,Gonzales,Ana,81765,Public,Accountancy,Baguio,90.35,Male
1324,Flores,Miguel,96686,Private,Literature,Narvacan,95.17,Male
1325,Reyes,Jose,75970,Public,History,Candon,87.72,Female
1326,Lopez,Jose,61336,Private,Sociology,Batac,93.62,Male
1327,Reyes,Rosa,61107,Public,Computer Science,Baguio,90.56,Male
1328,Santos,Luisa,58951,Private,History,Vigan,91.86,Female
1329,Torres,Rosa,42766,Public,Literature,Santa,96.4,Female
1330,Cruz,Ana,36759,Private,History,Laoag,88.78,Female
1331,Torres,Ana,80705,Public,Literature,Santa,98.62,Female
1332,Santos,Luisa,55489,Private,Sociology,Baguio,97.26,Male
1333,Garcia,Maria,93408,Public,Economics,Batac,95.61,Female
1334,Lopez,Elena,53717,Private,Literature,Santa,96.25,Female
1335,Santos,Elena,98570,Public,Computer Science,San Fernando,85.33,Male
1336,Santos,Jose,94932,Private,Computer Science,Baguio,91.56,Female
1337,Cruz,Maria,42666,Public,Finance,Tagudin,96.3,Male
1338,Flores,Jose,38108,Private,Sociology,Batac,85.09,Female
1339,Santos,Rosa,57401,Public,Accountancy,Tagudin,85.72,Male
1340,Garcia,Juan,33832,Private,Psychology,Laoag,92.17,Female
1341,Garcia,Miguel,38215,Public,Finance,Tagudin,95.75,Female
1342,Torres,Maria,90902,Private,Finance,Laoag,94.16,Female
1343,Mendoza,Luisa,72347,Public,Computer Science,San Fernando,92.34,Female
1344,Torres,Ana,81903,Private,Engineering,Vigan,87.65,Female
1345,Cruz,Rosa,94181,Public,Finance,Baguio,85.69,Female
1346,Rivera,Miguel,62105,Private,Biology,Vigan,90.41,Male
1347,Cruz,Ana,90360,Public,Sociology,Baguio,96.79,Male
1348,Mendoza,Carlos,69383,Private,Biology,Vigan,99.83,Female
1349,Gonzales,Rosa,96182,Public,Biology,Tagudin,96.88,Male
1350,Santos,Miguel,52483,Private,Sociology,Batac,86.79,Female
1351,Garcia,Pedro,92222,Public,Economics,Santa,87.03,Female
1352,Lopez,Jose,34142,Private,Accountancy,Vigan,93.23,Male
1353,Gonzales,Carlos,35885,Public,History,Baguio,89.94,Female
1354,Garcia,Rosa,39710,Private,Sociology,Narvacan,94.46,Male
1355,Lopez,Juan,75406,Public,Psychology,Laoag,95.05,Male
1356,Rivera,Juan,53816,Private,Finance,Narvacan,94.9,Male
1357,Cruz,Miguel,78380,Public,Sociology,Candon,99.81,Male
1358,Santos,Elena,43981,Private,Economics,Candon,94.63,Male
1359,Cruz,Rosa,48452,Public,History,Baguio,86.94,Male
1360,Garcia,Elena,52391,Private,Literature,Vigan,92.59,Female
1361,Cruz,Miguel,76666,Public,Finance,Cervantes,91.18,Male
1362,Santos,Elena,70422,Private,Biology,Candon,88.36,Female
1363,Garcia,Elena,66734,Public,Biology,Vigan,94.17,Female
1364,Reyes,Maria,65842,Private,History,Cervantes,93.71,Female
1365,Gonzales,Carlos,50587,Public,Literature,Candon,90.28,Female
1366,Torres,Rosa,97896,Private,Finance,Batac,90.69,Female
1367,Mendoza,Juan,89608,Public,Engineering,Santa,95.06,Male
1368,Rivera,Miguel,39197,Private,Literature,Santa,91.85,Female
1369,Torres,Ana,46717,Public,Sociology,Vigan,95.22,Female
1370,Cruz,Elena,67915,Private,Psychology,Vigan,87.7,Male
1371,Gonzales,Maria,71351,Public,Engineering,Laoag,87.01,Female
1372,Rivera,Carlos,41854,Private,Sociology,Candon,89.39,Male
1373,Rivera,Carlos,89886,Public,Accountancy,Baguio,85.58,Male
1374,Garcia,Miguel,76795,Private,Computer Science,Narvacan,87.69,Female
1375,Lopez,Carlos,41864,Public,Literature,San Fernando,99.8,Male
1376,Garcia,Luisa,46110,Private,Accountancy,Candon,97.34,Male
1377,Flores,Pedro,99518,Public,Accountancy,San Fernando,89.81,Male
1378,Flores,Ana,54557,Private,Engineering,Cervantes,91.25,Male
1379,Gonzales,Elena,67538,Public,Computer Science,Candon,89.67,Male
1380,Gonzales,Miguel,80351,Private,Economics,Candon,90.31,Female
1381,Garcia,Ana,34302,Public,Accountancy,San Fernando,90.37,Male
1382,Reyes,Rosa,41562,Private,Engineering,Laoag,88.71,Female
1383,Mendoza,Miguel,46680,Public,Economics,Santa,91.85,Female
1384,Gonzales,Carlos,95295,Private,Computer Science,Candon,88.17,Female
1385,Lopez,Maria,85828,Public,History,Santa,95.19,Female
1386,Reyes,Miguel,92975,Private,Economics,Vigan,97.72,Female
1387,Mendoza,Rosa,51173,Public,Literature,Baguio,95.8,Female
1388,Garcia,Maria,67292,Private,Literature,Candon,86.83,Male
1389,Torres,Luisa,38946,Public,Biology,Narvacan,95.1,Female
1390,Gonzales,Luisa,82816,Private,Biology,Narvacan,88.78,Male
1391,Torres,Luisa,77761,Public,Literature,Narvacan,95.99,Male
1392,Santos,Rosa,52699,Private,Biology,Cervantes,99.27,Female
1393,Garcia,Juan,59043,Public,Economics,Vigan,92.84,Female
1394,Cruz,Jose,71008,Private,History,Candon,88.44,Male
1395,Lopez,Miguel,35184,Public,Economics,Candon,93.58,Female
1396,Lopez,Elena,49265,Private,Finance,San Fernando,91.69,Female
1397,Garcia,Rosa,69102,Public,History,Batac,89.74,Male
1398,Torres,Maria,58671,Private,Engineering,Laoag,85.88,Female
1399,Reyes,Ana,60077,Public,Psychology,Laoag,87.35,Female
1400,Mendoza,Elena,58175,Private,History,Santa,85.56,Female
1401,Torres,Elena,59045,Public,Literature,Batac,94.29,Female
1402,Torres,Luisa,30771,Private,History,Batac,85.41,Male
1403,Torres,Miguel,75865,Public,Psychology,Cervantes,90.71,Female
1404,Mendoza,Rosa,38088,Private,Computer Science,Vigan,85.42,Male
1405,Garcia,Maria,52922,Public,Psychology,Santa,98.1,Female
1406,Lopez,Elena,81944,Private,Psychology,Cervantes,86.61,Male
1407,Reyes,Elena,85743,Public,Biology,Candon,88.99,Male
1408,Reyes,Juan,42366,Private,Economics,Laoag,96.7,Male
1409,Torres,Ana,99228,Public,Finance,Candon,97.78,Male
1410,Mendoza,Maria,81433,Private,Biology,Santa,86.81,Male
1411,Gonzales,Jose,49482,Public,Biology,Santa,96.2,Male
1412,Flores,Jose,80881,Private,Literature,Vigan,99.11,Male
1413,Rivera,Pedro,93250,Public,Accountancy,Narvacan,86.31,Female
1414,Gonzales,Ana,88714,Private,Computer Science,San Fernando,96.08,Male
1415,Lopez,Luisa,84206,Public,Biology,Cervantes,98.38,Female
1416,Rivera,Maria,96412,Private,Engineering,San Fernando,94.62,Female
1417,Gonzales,Ana,36262,Public,Economics,Laoag,85.04,Female
1418,Mendoza,Pedro,92255,Private,Engineering,Candon,92.96,Male
1419,Santos,Rosa,73931,Public,Finance,Candon,98.93,Male
1420,Garcia,Rosa,48333,Private,Biology,Batac,92.26,Female
1421,Garcia,Maria,80893,Public,Biology,Laoag,85.68,Male
1422,Torres,Pedro,60425,Private,Finance,Laoag,86.84,Female
1423,Garcia,Maria,78906,Public,Engineering,Candon,92.26,Female
1424,Garcia,Carlos,43356,Private,Literature,Tagudin,89.28,Female
1425,Cruz,Carlos,71607,Public,Psychology,Tagudin,87.23,Female
1426,Rivera,Luisa,40595,Private,History,Cervantes,88.04,Male
1427,Cruz,Carlos,96460,Public,Biology,Tagudin,90.42,Male
1428,Lopez,Luisa,73700,Private,Sociology,Baguio,93.23,Female
1429,Flores,Carlos,94928,Public,Economics,Santa,87.82,Female
1430,Mendoza,Luisa,46130,Private,History,Batac,93.17,Male
1431,Torres,Jose,87120,Public,Sociology,Laoag,95.86,Male
1432,Cruz,Miguel,34862,Private,Engineering,Santa,88.56,Male
1433,Garcia,Miguel,61017,Public,Literature,Candon,95.27,Male
1434,Cruz,Carlos,98945,Private,Psychology,Candon,90.89,Female
1435,Reyes,Rosa,36691,Public,Biology,San Fernando,94.83,Male
1436,Flores,Carlos,59372,Private,Sociology,Laoag,93.88,Male
1437,Garcia,Elena,97499,Public,History,Vigan,90.99,Male
1438,Gonzales,Carlos,45974,Private,Literature,Baguio,89.2,Female
1439,Garcia,Luisa,38792,Public,Economics,Laoag,87.54,Male
1440,Reyes,Carlos,55716,Private,Engineering,Batac,85.24,Female
1441,Reyes,Pedro,30013,Public,Literature,Baguio,91.11,Female
1442,Santos,Jose,80297,Private,Biology,Baguio,85.82,Female
1443,Lopez,Juan,70511,Public,Psychology,Baguio,96.85,Female
1444,Rivera,Juan,89139,Private,Psychology,Vigan,87.06,Male
1445,Santos,Rosa,82648,Public,Biology,Cervantes,90.92,Female
1446,Garcia,Rosa,51955,Private,Engineering,Laoag,89.2,Male
1447,Mendoza,Elena,45084,Public,Psychology,San Fernando,95.3,Female
1448,Gonzales,Pedro,62516,Private,Accountancy,Cervantes,89.8,Male
1449,Flores,Jose,70525,Public,Accountancy,Vigan,87.11,Female
1450,Flores,Ana,45534,Private,Accountancy,Santa,85.94,Male
1451,Mendoza,Pedro,31690,Public,Sociology,Batac,96.02,Male
1452,Reyes,Luisa,76188,Private,Computer Science,Baguio,86.68,Male
1453,Mendoza,Pedro,38953,Public,History,Cervantes,89.08,Male
1454,Garcia,Pedro,41462,Private,History,Cervantes,90.2,Male
1455,Flores,Ana,87193,Public,Finance,Narvacan,95.45,Female
1456,Torres,Luisa,49825,Private,Accountancy,Narvacan,87.78,Female
1457,Lopez,Maria,95714,Public,Literature,Vigan,99.44,Male
1458,Mendoza,Juan,91930,Private,Engineering,Baguio,89.03,Male
1459,Rivera,Maria,87180,Public,Economics,Narvacan,99.82,Male
1460,Cruz,Maria,74533,Private,Finance,Narvacan,91.55,Male
1461,Rivera,Elena,90759,Public,Sociology,Cervantes,98.47,Male
1462,Mendoza,Ana,32898,Private,Accountancy,Candon,91.28,Female
1463,Gonzales,Juan,40094,Public,Literature,Batac,91.65,Female
1464,Mendoza,Pedro,50504,Private,Psychology,San Fernando,96.97,Female
1465,Flores,Juan,52144,Public,Finance,Vigan,86.3,Female
1466,Flores,Ana,48567,Private,Finance,Laoag,94.11,Female
1467,Reyes,Luisa,42532,Public,History,Santa,89.72,Female
1468,Santos,Pedro,87462,Private,Sociology,Vigan,88.36,Male
1469,Lopez,Luisa,59193,Public,Accountancy,Baguio,86.49,Female
1470,Rivera,Juan,39914,Private,Engineering,Vigan,98.36,Female
1471,Santos,Rosa,53737,Public,Computer Science,San Fernando,92.37,Male
1472,Santos,Rosa,51114,Private,Literature,Laoag,91.3,Female
1473,Mendoza,Carlos,67531,Public,Finance,Tagudin,96.22,Female
1474,Reyes,Pedro,30359,Private,Accountancy,Candon,93.2,Female
1475,Garcia,Pedro,45822,Public,Finance,Laoag,90.35,Male
1476,Lopez,Jose,89704,Private,History,Candon,94.64,Female
1477,Reyes,Carlos,35947,Public,Psychology,Vigan,93.53,Male
1478,Gonzales,Miguel,99430,Private,Literature,Baguio,89.23,Female
1479,Garcia,Pedro,38347,Public,Biology,San Fernando,86.93,Male
1480,Gonzales,Maria,64907,Private,Accountancy,Santa,87.94,Male
1481,Lopez,Elena,69874,Public,Engineering,Vigan,98.51,Female
1482,Lopez,Maria,78424,Private,History,Santa,96.59,Male
1483,Santos,Luisa,80011,Public,Computer Science,Santa,91.59,Female
1484,Rivera,Jose,89116,Private,Psychology,Candon,90.67,Male
1485,Cruz,Elena,32899,Public,Biology,Laoag,86.84,Female
1486,Reyes,Jose,76598,Private,Finance,Vigan,94.8,Female
1487,Gonzales,Carlos,85813,Public,Literature,Tagudin,85.37,Male
1488,Gonzales,Carlos,30418,Private,Engineering,Narvacan,87.68,Female
1489,Flores,Miguel,65006,Public,Finance,Vigan,98.94,Male
1490,Lopez,Rosa,33826,Private,Finance,Candon,99.81,Female
1491,Flores,Ana,45149,Public,Literature,Cervantes,89.54,Male
1492,Rivera,Maria,36225,Private,Finance,Baguio,85.62,Female
1493,Lopez,Juan,50470,Public,Finance,Candon,86.9,Female
1494,Cruz,Juan,67988,Private,Psychology,Candon,85.72,Male
1495,Lopez,Maria,82628,Public,Sociology,Narvacan,99.46,Female
1496,Lopez,Maria,76211,Private,Sociology,Tagudin,93.86,Female
1497,Torres,Miguel,76178,Public,Computer Science,Santa,92.01,Female
1498,Garcia,Rosa,72826,Private,Computer Science,Cervantes,93.79,Female
1499,Garcia,Carlos,48283,Public,Sociology,Santa,91.88,Female
1500,Mendoza,Pedro,65730,Private,Computer Science,Baguio,89.52,Female
1501,Rivera,Juan,65140,Public,Psychology,Baguio,90.65,Male
1502,Torres,Luisa,81671,Private,Accountancy,Laoag,89.93,Male
1503,Gonzales,Pedro,84362,Public,Economics,Tagudin,99.39,Male
1504,Santos,Luisa,89569,Private,Accountancy,Laoag,91,Male
1505,Lopez,Miguel,65101,Public,Finance,Santa,99.48,Female
1506,Garcia,Luisa,93302,Private,Finance,Cervantes,95.27,Male
1507,Cruz,Rosa,80837,Public,Sociology,Vigan,86.49,Female
1508,Gonzales,Pedro,37887,Private,Psychology,Laoag,88.79,Male
1509,Reyes,Elena,31777,Public,Engineering,Tagudin,92.35,Female
1510,Lopez,Maria,94975,Private,History,Candon,92.67,Female
1511,Gonzales,Pedro,44027,Public,History,Batac,96.72,Male
1512,Cruz,Maria,73362,Private,Literature,Laoag,95.15,Male
1513,Reyes,Maria,49817,Public,Computer Science,Tagudin,91.81,Female
1514,Lopez,Maria,38618,Private,Biology,San Fernando,89.68,Male
1515,Reyes,Pedro,54679,Public,Computer Science,Batac,92.1,Male
1516,Cruz,Ana,90908,Private,Accountancy,Batac,97.73,Female
1517,Cruz,Jose,32849,Public,Psychology,Cervantes,89.91,Male
1518,Cruz,Ana,87751,Private,Finance,Baguio,99.41,Female
1519,Reyes,Rosa,51132,Public,History,Laoag,96.36,Male
1520,Santos,Elena,50623,Private,History,Narvacan,86.69,Female
1521,Flores,Juan,97687,Public,Literature,Candon,91.52,Male
1522,Torres,Luisa,93811,Private,Literature,Santa,88.65,Male
1523,Lopez,Jose,82238,Public,Engineering,Narvacan,96.27,Female
1524,Mendoza,Ana,68801,Private,Literature,San Fernando,87.78,Female
1525,Garcia,Ana,76157,Public,Biology,Cervantes,87.68,Female
1526,Santos,Carlos,40082,Private,Engineering,Laoag,89.05,Male
1527,Torres,Rosa,86116,Public,Biology,Baguio,87.09,Female
1528,Flores,Maria,44499,Private,Sociology,Tagudin,87.08,Male
1529,Flores,Luisa,80665,Public,Biology,Laoag,93.6,Male
1530,Gonzales,Miguel,85288,Private,Psychology,Laoag,95.48,Female
1531,Lopez,Elena,46321,Public,Biology,Candon,90.08,Female
1532,Cruz,Carlos,95892,Private,Sociology,Laoag,95.14,Female
1533,Rivera,Pedro,86550,Public,Finance,Tagudin,85.19,Male
1534,Gonzales,Elena,39733,Private,Psychology,Cervantes,93.19,Male
1535,Cruz,Rosa,46711,Public,Engineering,Santa,90.8,Female
1536,Reyes,Ana,77006,Private,Accountancy,Vigan,85.95,Female
1537,Gonzales,Elena,71519,Public,Literature,San Fernando,96.16,Male
1538,Gonzales,Rosa,48169,Private,History,Cervantes,85.19,Female
1539,Reyes,Juan,49186,Public,History,Laoag,97.54,Female
1540,Reyes,Pedro,73786,Private,Biology,Vigan,88.68,Male
1541,Flores,Pedro,93120,Public,Accountancy,San Fernando,88.62,Male
1542,Santos,Ana,39851,Private,Psychology,Cervantes,85.46,Male
1543,Flores,Maria,79637,Public,Economics,Vigan,94.6,Female
1544,Mendoza,Miguel,34929,Private,History,San Fernando,92.57,Male
1545,Reyes,Carlos,45892,Public,Finance,Vigan,99.8,Male
1546,Reyes,Ana,72772,Private,Computer Science,Santa,91.98,Male
1547,Santos,Miguel,52050,Public,Literature,Santa,87.24,Male
1548,Rivera,Maria,54141,Private,Biology,Tagudin,86.59,Male
1549,Gonzales,Jose,93401,Public,Literature,Baguio,94.99,Female
1550,Rivera,Carlos,81829,Private,History,Candon,94.01,Male
1551,Flores,Maria,99835,Public,Engineering,Narvacan,90.35,Female
1552,Rivera,Carlos,75310,Private,Psychology,Batac,97.38,Female
1553,Santos,Jose,63111,Public,Psychology,Baguio,97.93,Female
1554,Cruz,Jose,46279,Private,Economics,Candon,92.17,Female
1555,Santos,Juan,37836,Public,History,Candon,96.37,Male
1556,Garcia,Ana,76685,Private,Psychology,San Fernando,86.55,Female
1557,Mendoza,Maria,51069,Public,Finance,Tagudin,86.1,Female
1558,Flores,Rosa,76193,Private,Computer Science,Baguio,96.12,Female
1559,Santos,Luisa,87692,Public,Biology,Narvacan,97.57,Female
1560,Reyes,Pedro,83424,Private,Accountancy,Baguio,94.69,Male
1561,Gonzales,Maria,88513,Public,Sociology,Santa,94.77,Female
1562,Reyes,Pedro,79254,Private,Accountancy,Candon,91.02,Female
1563,Mendoza,Juan,30872,Public,Accountancy,Narvacan,98.14,Male
1564,Cruz,Carlos,65163,Private,Biology,Candon,95.23,Female
1565,Rivera,Miguel,65318,Public,Sociology,Santa,95.07,Female
1566,Santos,Miguel,58248,Private,Accountancy,Cervantes,99.49,Female
1567,Garcia,Maria,61961,Public,Psychology,Narvacan,95.62,Female
1568,Mendoza,Ana,38465,Private,History,Batac,97.39,Male
1569,Cruz,Jose,33849,Public,Engineering,Cervantes,97.75,Male
1570,Lopez,Juan,67855,Private,Accountancy,Batac,97.1,Male
1571,Garcia,Ana,80915,Public,Accountancy,San Fernando,93.12,Male
1572,Mendoza,Luisa,88091,Private,Sociology,Santa,95.55,Male
1573,Flores,Ana,58253,Public,Computer Science,Candon,98.17,Male
1574,Gonzales,Juan,62716,Private,Economics,San Fernando,97.38,Male
1575,Cruz,Pedro,33031,Public,Literature,Santa,99.24,Female
1576,Reyes,Ana,97130,Private,Engineering,Batac,87.77,Female
1577,Cruz,Juan,62918,Public,Sociology,Baguio,94.14,Male
1578,Lopez,Elena,34678,Private,Engineering,Narvacan,92.27,Male
1579,Lopez,Luisa,57416,Public,Sociology,Candon,89.04,Male
1580,Lopez,Maria,91096,Private,History,Narvacan,85.23,Male
1581,Gonzales,Elena,52639,Public,Finance,San Fernando,99.25,Male
1582,Cruz,Ana,97859,Private,History,Batac,85.85,Male
1583,Gonzales,Miguel,79601,Public,Psychology,Narvacan,90.77,Male
1584,Cruz,Pedro,71716,Private,Literature,San Fernando,97.51,Female
1585,Lopez,Miguel,53152,Public,Accountancy,Narvacan,97.25,Female
1586,Cruz,Maria,41752,Private,Sociology,Baguio,94.34,Male
1587,Cruz,Miguel,68184,Public,Economics,Tagudin,92.78,Female
1588,Reyes,Juan,75191,Private,Computer Science,San Fernando,96.34,Female
1589,Gonzales,Juan,58912,Public,Computer Science,Narvacan,99.42,Female
1590,Lopez,Jose,59694,Private,History,Santa,95.95,Female
1591,Torres,Jose,90438,Public,Accountancy,Candon,88.45,Female
1592,Torres,Jose,86128,Private,Biology,Vigan,88.62,Female
1593,Flores,Luisa,30594,Public,Economics,Batac,96.71,Female
1594,Gonzales,Elena,86089,Private,Accountancy,Cervantes,97.73,Female
1595,Rivera,Juan,42084,Public,Literature,Vigan,95.85,Female
1596,Flores,Juan,45411,Private,Accountancy,Baguio,94.57,Male
1597,Rivera,Jose,73969,Public,Sociology,Narvacan,90.57,Female
1598,Santos,Miguel,72730,Private,Engineering,Batac,95.02,Male
1599,Torres,Rosa,84082,Public,Accountancy,Vigan,91.56,Male
1600,Garcia,Pedro,76542,Private,Literature,Baguio,99.42,Male
1601,Torres,Luisa,87303,Public,Accountancy,Tagudin,99.23,Female
1602,Santos,Carlos,53944,Private,History,Vigan,91.45,Female
1603,Mendoza,Juan,46528,Public,Psychology,San Fernando,96.9,Male
1604,Rivera,Maria,68961,Private,Literature,Narvacan,94.89,Female
1605,Flores,Maria,49276,Public,Computer Science,Narvacan,93.51,Male
1606,Reyes,Juan,78667,Private,Engineering,Cervantes,90.93,Male
1607,Torres,Maria,61781,Public,Computer Science,Batac,85.47,Male
1608,Lopez,Ana,34355,Private,Finance,Santa,91.21,Female
1609,Cruz,Jose,74543,Public,Finance,Tagudin,88.17,Male
1610,Rivera,Miguel,49481,Private,History,Batac,88.46,Female
1611,Torres,Pedro,38655,Public,Biology,Candon,88,Female
1612,Santos,Luisa,94587,Private,Economics,Baguio,93.64,Female
1613,Reyes,Rosa,41380,Public,Economics,Batac,96.25,Male
1614,Reyes,Rosa,79994,Private,Computer Science,Batac,94,Female
1615,Cruz,Elena,85043,Public,Literature,Tagudin,94.55,Female
1616,Gonzales,Luisa,88698,Private,Engineering,Vigan,97.82,Female
1617,Lopez,Carlos,63521,Public,Finance,Tagudin,97.55,Female
1618,Lopez,Elena,59162,Private,Sociology,Laoag,90.98,Male
1619,Gonzales,Maria,90899,Public,Finance,San Fernando,87.9,Male
1620,Lopez,Elena,85883,Private,Psychology,Santa,90.25,Male
1621,Torres,Miguel,51636,Public,Biology,Batac,91.12,Female
1622,Gonzales,Rosa,47093,Private,Sociology,Cervantes,89.31,Male
